n	S21	
n	U	
n	S25	
o	S20	 -ий	 -а	 -е	 -і	 -ого	 -ої	 -ого	 -их	 -ому	 -ій	 -ому	 -им	 -ий	 -у	 -е	 -і	 -им	 -ою	 -им	 -ими	на/в -ому, -ім	на/в -ій	на/в -ому, -ім	на/в -их	
o	S4/i	 -ватися, -ватись									 -ватиметься	 -ватимуться					 -ється	 -ються			 -вався, -вавсь	 -валися, -вались	 -валася, -валась	 -валося, -валось					
o	S1/ma	 -	 -	 -	 -	 -	 -	 -	 -	 -	 -	на/в -	на/в -	 -	 -	
o	S1/m	 -ь		 -я		 -ю, -еві		 -ь		 -ем		на/в -і, -ю		 -ю		
o	S1/m	 -й	 -ї	 -ю	 -їв	 -ю, -єві	 -ям	 -й	 -ї	 -єм	 -ями	на/в -ї, -ю	на/в -ях	 -ю	 -ї	
o	S1/m	 -ол	 -ли	 -ла	 -лів	 -лу, -лові	 -лам	 -ол	 -ли	 -лом	 -лами	на/в -лі	на/в -лах	 -ле	 -ли	
o	S18	
o	S1/fa	 -ість		 -ості		 -ості		 -ість		 -істю		на/в -ості		 -осте		
o	S1/n	 -но	 -на	 -на	 -он	 -ну	 -нам	 -но	 -на	 -ном	 -нами	на/в -ні,по -ну	на/в -нах	 -но	 -на	
o	S1/f	 -ь		 -і		 -і		 -ь		 -лю		на/в -і		 -е		
o	S1/fa	 -га	 -ги	 -ги	 -г	 -зі	 -гам	 -гу	 -ги, -г	 -гою	 -гами	на/в -зі	на/в -гах	 -го	 -ги	
o	S1/m	 -г	 -ги	 -га	 -гів	 -гу, -гові	 -гам	 -г	 -ги	 -гом	 -гами	на/в -зі, -гу	на/в -гах	 -гу	 -ги	
o	S1/m	 -	 -	 -	 -	 -	 -	 -	 -	 -	 -	на/в -	на/в -	 -	 -	
o	S1/m	 -а		 -и		 -і		 -у		 -ою		на/в -і		 -о		
o	S1/n	 -ко	 -ка	 -ка	 -ок	 -ку, -кові	 -кам	 -ко	 -ка	 -ком	 -ками	на/в -ку	на/в -ках	 -ко	 -ка	
o	S1/m	 -		 -у		 -у, -ові		 -		 -ом		на/в -у		 -у		
o	S1/f	 -а		 -ої		 -ій		 -у		 -ою		на/в -ій		 -а		
o	S1/f	 -ьня	 -ьні	 -ьні	 -ень	 -ьні	 -ьням	 -ьню	 -ьні	 -ьнею	 -ьнями	на/в -ьні	на/в -ьнях	 -ьне	 -ьні	
o	S1/f	 -ь		 -і		 -і		 -ь		 -ю		на/в -і		 -е		
o	S4/i	 -ватися, -ватись		 -ймося, -ймось	 -йся, -йсь	 -йтеся, -йтесь	 -ватимуся, -ватимусь	 -ватимемося, -ватимемось, -ватимемся	 -ватимешся	 -ватиметеся, -ватиметесь	 -ватиметься	 -ватимуться	 -юся, -юсь	 -ємося, -ємось, -ємся	 -єшся	 -єтеся, -єтесь	 -ється	 -ються			 -вався, -вавсь	 -валися, -вались	 -валася, -валась	 -валося, -валось					
o	S1/fn	 -		 -		 -		 -		 -		на/в -		 -		
o	S1/ma	 -й	 -ї	 -я	 -їв	 -ю, -єві	 -ям	 -я	 -ї, -їв	 -єм	 -ями	на/в -ї, -ю, -єві	на/в -ях	 -ю	 -ї	
